Datos que encuentra el metodo de Runge(variable ind.	 variable dep.	 numero de thread)
0.000000	 0.785400
0.000000	 0.785367
0.000063	 0.785334
0.000126	 0.785301
0.000188	 0.785268
0.000251	 0.785236
0.000314	 0.785203
0.000377	 0.785170
0.000440	 0.785137
0.000503	 0.785104
0.000565	 0.785071
0.000628	 0.785039
0.000691	 0.785006
0.000754	 0.784973
0.000817	 0.784940
0.000880	 0.784907
0.000942	 0.784875
0.001005	 0.784842
0.001068	 0.784809
0.001131	 0.784776
0.001194	 0.784744
0.001257	 0.784711
0.001319	 0.784678
0.001382	 0.784645
0.001445	 0.784613
0.001508	 0.784580
0.001571	 0.784547
0.001634	 0.784514
0.001696	 0.784482
0.001759	 0.784449
0.001822	 0.784416
0.001885	 0.784384
0.001948	 0.784351
0.002011	 0.784319
0.002073	 0.784286
0.002136	 0.784253
0.002199	 0.784221
0.002262	 0.784188
0.002325	 0.784155
0.002388	 0.784123
0.002450	 0.784090
0.002513	 0.784058
0.002576	 0.784025
0.002639	 0.783992
0.002702	 0.783960
0.002765	 0.783927
0.002827	 0.783895
0.002890	 0.783862
0.002953	 0.783830
0.003016	 0.783797
0.003079	 0.783765
0.003142	 0.783732
0.003204	 0.783700
0.003267	 0.783667
0.003330	 0.783635
0.003393	 0.783602
0.003456	 0.783570
0.003519	 0.783537
0.003581	 0.783505
0.003644	 0.783472
0.003707	 0.783440
0.003770	 0.783407
0.003833	 0.783375
0.003896	 0.783342
0.003958	 0.783310
0.004021	 0.783278
0.004084	 0.783245
0.004147	 0.783213
0.004210	 0.783180
0.004273	 0.783148
0.004335	 0.783116
0.004398	 0.783083
0.004461	 0.783051
0.004524	 0.783019
0.004587	 0.782986
0.004650	 0.782954
0.004712	 0.782922
0.004775	 0.782889
0.004838	 0.782857
0.004901	 0.782825
0.004964	 0.782792
0.005027	 0.782760
0.005089	 0.782728
0.005152	 0.782696
0.005215	 0.782663
0.005278	 0.782631
0.005341	 0.782599
0.005404	 0.782567
0.005466	 0.782534
0.005529	 0.782502
0.005592	 0.782470
0.005655	 0.782438
0.005718	 0.782405
0.005781	 0.782373
0.005843	 0.782341
0.005906	 0.782309
0.005969	 0.782277
0.006032	 0.782245
0.006095	 0.782212
0.006158	 0.782180
0.006220	 0.782148
0.006283	 0.782116
0.006346	 0.782084
0.006409	 0.782052
0.006472	 0.782020
0.006535	 0.781987
0.006597	 0.781955
0.006660	 0.781923
0.006723	 0.781891
0.006786	 0.781859
0.006849	 0.781827
0.006912	 0.781795
0.006974	 0.781763
0.007037	 0.781731
0.007100	 0.781699
0.007163	 0.781667
0.007226	 0.781635
0.007289	 0.781603
0.007351	 0.781571
0.007414	 0.781539
0.007477	 0.781507
0.007540	 0.781475
0.007603	 0.781443
0.007666	 0.781411
0.007728	 0.781379
0.007791	 0.781347
0.007854	 0.781315
0.007917	 0.781283
0.007980	 0.781251
0.008042	 0.781219
0.008105	 0.781187
0.008168	 0.781156
0.008231	 0.781124
0.008294	 0.781092
0.008357	 0.781060
0.008419	 0.781028
0.008482	 0.780996
0.008545	 0.780964
0.008608	 0.780932
0.008671	 0.780901
0.008734	 0.780869
0.008796	 0.780837
0.008859	 0.780805
0.008922	 0.780773
0.008985	 0.780741
0.009048	 0.780710
0.009111	 0.780678
0.009173	 0.780646
0.009236	 0.780614
0.009299	 0.780582
0.009362	 0.780551
0.009425	 0.780519
