Datos que encuentra el metodo de Runge(variable ind.	 variable dep.	 numero de thread)
0.000000	 0.785400
0.000000	 0.785468
0.000063	 0.785535
0.000126	 0.785603
0.000188	 0.785671
0.000251	 0.785739
0.000314	 0.785806
0.000377	 0.785874
0.000440	 0.785942
0.000503	 0.786009
0.000565	 0.786077
0.000628	 0.786145
0.000691	 0.786213
0.000754	 0.786280
0.000817	 0.786348
0.000880	 0.786416
0.000942	 0.786483
0.001005	 0.786551
0.001068	 0.786619
0.001131	 0.786686
0.001194	 0.786754
0.001257	 0.786822
0.001319	 0.786890
0.001382	 0.786957
0.001445	 0.787025
0.001508	 0.787093
0.001571	 0.787160
0.001634	 0.787228
0.001696	 0.787296
0.001759	 0.787364
0.001822	 0.787431
0.001885	 0.787499
0.001948	 0.787567
0.002011	 0.787634
0.002073	 0.787702
0.002136	 0.787770
0.002199	 0.787838
0.002262	 0.787905
0.002325	 0.787973
0.002388	 0.788041
0.002450	 0.788108
0.002513	 0.788176
0.002576	 0.788244
0.002639	 0.788312
0.002702	 0.788379
0.002765	 0.788447
0.002827	 0.788515
0.002890	 0.788583
0.002953	 0.788651
0.003016	 0.788718
0.003079	 0.788786
0.003142	 0.788854
0.003204	 0.788922
0.003267	 0.788989
0.003330	 0.789057
0.003393	 0.789125
0.003456	 0.789193
0.003519	 0.789261
0.003581	 0.789328
0.003644	 0.789396
0.003707	 0.789464
0.003770	 0.789532
0.003833	 0.789599
0.003896	 0.789667
0.003958	 0.789735
0.004021	 0.789803
0.004084	 0.789870
0.004147	 0.789938
0.004210	 0.790006
0.004273	 0.790074
0.004335	 0.790142
0.004398	 0.790209
0.004461	 0.790277
0.004524	 0.790345
0.004587	 0.790413
0.004650	 0.790480
0.004712	 0.790548
0.004775	 0.790616
0.004838	 0.790684
0.004901	 0.790751
0.004964	 0.790819
0.005027	 0.790887
0.005089	 0.790955
0.005152	 0.791023
0.005215	 0.791090
0.005278	 0.791158
0.005341	 0.791226
0.005404	 0.791294
0.005466	 0.791361
0.005529	 0.791429
0.005592	 0.791497
0.005655	 0.791565
0.005718	 0.791632
0.005781	 0.791700
0.005843	 0.791768
0.005906	 0.791836
0.005969	 0.791904
0.006032	 0.791971
0.006095	 0.792039
0.006158	 0.792107
0.006220	 0.792175
0.006283	 0.792242
0.006346	 0.792310
0.006409	 0.792378
0.006472	 0.792446
0.006535	 0.792513
0.006597	 0.792581
0.006660	 0.792649
0.006723	 0.792717
0.006786	 0.792785
0.006849	 0.792852
0.006912	 0.792920
0.006974	 0.792988
0.007037	 0.793056
0.007100	 0.793123
0.007163	 0.793191
0.007226	 0.793259
0.007289	 0.793327
0.007351	 0.793395
0.007414	 0.793462
0.007477	 0.793530
0.007540	 0.793598
0.007603	 0.793666
0.007666	 0.793733
0.007728	 0.793801
0.007791	 0.793869
0.007854	 0.793937
0.007917	 0.794004
0.007980	 0.794072
0.008042	 0.794140
0.008105	 0.794208
0.008168	 0.794276
0.008231	 0.794343
0.008294	 0.794411
0.008357	 0.794479
0.008419	 0.794547
0.008482	 0.794614
0.008545	 0.794682
0.008608	 0.794750
0.008671	 0.794818
0.008734	 0.794885
0.008796	 0.794953
0.008859	 0.795021
0.008922	 0.795089
0.008985	 0.795157
0.009048	 0.795224
0.009111	 0.795292
0.009173	 0.795360
0.009236	 0.795428
0.009299	 0.795495
0.009362	 0.795563
0.009425	 0.795631
0.009488	 0.795699
0.009550	 0.795766
0.009613	 0.795834
0.009676	 0.795902
0.009739	 0.795970
0.009802	 0.796038
0.009865	 0.796105
0.009927	 0.796173
0.009990	 0.796241
0.010053	 0.796309
0.010116	 0.796376
0.010179	 0.796444
0.010242	 0.796512
0.010304	 0.796580
0.010367	 0.796647
0.010430	 0.796715
0.010493	 0.796783
0.010556	 0.796851
0.010619	 0.796919
0.010681	 0.796986
0.010744	 0.797054
0.010807	 0.797122
0.010870	 0.797190
0.010933	 0.797257
0.010996	 0.797325
0.011058	 0.797393
0.011121	 0.797461
0.011184	 0.797529
0.011247	 0.797596
0.011310	 0.797664
0.011373	 0.797732
0.011435	 0.797800
0.011498	 0.797867
0.011561	 0.797935
0.011624	 0.798003
0.011687	 0.798071
0.011750	 0.798138
0.011812	 0.798206
0.011875	 0.798274
0.011938	 0.798342
0.012001	 0.798410
0.012064	 0.798477
0.012127	 0.798545
0.012189	 0.798613
0.012252	 0.798681
0.012315	 0.798748
0.012378	 0.798816
0.012441	 0.798884
0.012504	 0.798952
0.012566	 0.799019
0.012629	 0.799087
0.012692	 0.799155
0.012755	 0.799223
0.012818	 0.799291
0.012881	 0.799358
0.012943	 0.799426
0.013006	 0.799494
0.013069	 0.799562
0.013132	 0.799629
0.013195	 0.799697
0.013258	 0.799765
0.013320	 0.799833
0.013383	 0.799900
0.013446	 0.799968
0.013509	 0.800036
0.013572	 0.800104
0.013635	 0.800172
0.013697	 0.800239
0.013760	 0.800307
0.013823	 0.800375
0.013886	 0.800443
0.013949	 0.800510
0.014012	 0.800578
0.014074	 0.800646
0.014137	 0.800714
0.014200	 0.800782
